"id","Country","Year","region","protest","protesterviolence","protesterdemand1","protesterdemand2","protesterdemand3","protesterdemand4","stateresponse1","stateresponse2","stateresponse3","stateresponse4","stateresponse5","stateresponse6","stateresponse7","Electoral_Score","Liberal_Score","Participatory_Score","Deliberative_Score","Egalitarian_Score","HDI_Score","violenceStatus","predicted_prob"
2002016032,"United Kingdom",2016,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.856,0.788,0.632,0.726,0.728,0.924,0,0.25021144393505
2002016033,"United Kingdom",2016,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.856,0.788,0.632,0.726,0.728,0.924,0,0.25021144393505
2002016034,"United Kingdom",2016,"Europe",1,0,"political behavior, process",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.856,0.788,0.632,0.726,0.728,0.924,0,0.25021144393505
2002016035,"United Kingdom",2016,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.856,0.788,0.632,0.726,0.728,0.924,0,0.25021144393505
2002017001,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017002,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017003,"United Kingdom",2017,"Europe",1,0,"social restrictions",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017004,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017005,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017006,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017007,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,1,0.246983334213116
2002017008,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,1,0.246983334213116
2002017009,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017010,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017011,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017012,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017013,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017014,"United Kingdom",2017,"Europe",1,1,"political behavior, process",NA,NA,NA,"crowd dispersal","ignore",NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,1,0.246983334213116
2002017015,"United Kingdom",2017,"Europe",1,0,"removal of politician",NA,NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,1,0.246983334213116
2002017016,"United Kingdom",2017,"Europe",1,1,"police brutality",NA,NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,1,0.246983334213116
2002017017,"United Kingdom",2017,"Europe",1,1,"police brutality",NA,NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,1,0.246983334213116
2002017018,"United Kingdom",2017,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017019,"United Kingdom",2017,"Europe",1,0,"social restrictions",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017020,"United Kingdom",2017,"Europe",1,0,"land farm issue",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002017021,"United Kingdom",2017,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.864,0.8,0.638,0.733,0.748,0.926,0,0.246983334213116
2002018001,"United Kingdom",2018,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018002,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018003,"United Kingdom",2018,"Europe",1,0,"police brutality",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018004,"United Kingdom",2018,"Europe",1,1,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,1,0.243908715653324
2002018005,"United Kingdom",2018,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018006,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018007,"United Kingdom",2018,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018008,"United Kingdom",2018,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018009,"United Kingdom",2018,"Europe",1,0,"labor wage dispute",NA,NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,1,0.243908715653324
2002018010,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018011,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018012,"United Kingdom",2018,"Europe",1,1,"political behavior, process",NA,NA,".","arrests","crowd dispersal",NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,1,0.243908715653324
2002018013,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018014,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018015,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018016,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018017,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","accomodation",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018018,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","accomodation",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018019,"United Kingdom",2018,"Europe",1,0,"political behavior, process","removal of politician",NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018020,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018021,"United Kingdom",2018,"Europe",1,0,"labor wage dispute",NA,NA,".","accomodation",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018022,"United Kingdom",2018,"Europe",1,0,"labor wage dispute",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002018023,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","arrests",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,1,0.243908715653324
2002018024,"United Kingdom",2018,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.875,0.811,0.646,0.744,0.74,0.928,0,0.243908715653324
2002019001,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019002,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019003,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,".","arrests","crowd dispersal","ignore",NA,".",NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019004,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019005,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019006,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019007,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019008,"United Kingdom",2019,"Europe",1,1,"political behavior, process",NA,NA,NA,"crowd dispersal","ignore","arrests",NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019009,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019010,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests","crowd dispersal",NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019011,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests","crowd dispersal",NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019012,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019013,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019014,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019015,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019016,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019017,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019018,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019019,"United Kingdom",2019,"Europe",1,0,"social restrictions",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019020,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019021,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019022,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019023,"United Kingdom",2019,"Europe",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019024,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019025,"United Kingdom",2019,"Europe",1,0,"removal of politician","political behavior, process",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019026,"United Kingdom",2019,"Europe",1,1,"political behavior, process",NA,NA,NA,"crowd dispersal","arrests",NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019027,"United Kingdom",2019,"Europe",1,1,"political behavior, process",NA,NA,NA,"crowd dispersal","arrests",NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019028,"United Kingdom",2019,"Europe",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019029,"United Kingdom",2019,"Europe",1,0,"land farm issue",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2002019030,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"crowd dispersal","arrests",NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019031,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,1,0.245214422439837
2002019032,"United Kingdom",2019,"Europe",1,0,"political behavior, process",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.857,0.79,0.627,0.724,0.716,0.932,0,0.245214422439837
2051992001,"Ireland",1992,"Europe",1,0,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992002,"Ireland",1992,"Europe",1,0,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992003,"Ireland",1992,"Europe",1,0,"labor wage dispute","political behavior, process",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992004,"Ireland",1992,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992005,"Ireland",1992,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992006,"Ireland",1992,"Europe",1,0,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992007,"Ireland",1992,"Europe",1,0,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992008,"Ireland",1992,"Europe",1,0,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992009,"Ireland",1992,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992010,"Ireland",1992,"Europe",1,0,"price increases, tax policy","labor wage dispute",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992011,"Ireland",1992,"Europe",1,0,"labor wage dispute","political behavior, process",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992012,"Ireland",1992,"Europe",1,0,"price increases, tax policy","political behavior, process",NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,1,0.291574529228094
2051992013,"Ireland",1992,"Europe",1,1,"political behavior, process","social restrictions",NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,1,0.291574529228094
2051992014,"Ireland",1992,"Europe",1,1,"political behavior, process","social restrictions",NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,1,0.291574529228094
2051992015,"Ireland",1992,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992016,"Ireland",1992,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051992017,"Ireland",1992,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.874,0.79,0.625,0.701,0.765,0.782,0,0.291574529228094
2051993001,"Ireland",1993,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993002,"Ireland",1993,"Europe",1,0,"land farm issue","price increases, tax policy",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993003,"Ireland",1993,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993004,"Ireland",1993,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993005,"Ireland",1993,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993006,"Ireland",1993,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993007,"Ireland",1993,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993008,"Ireland",1993,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051993009,"Ireland",1993,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.764,0.791,0,0.28907754313762
2051994001,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994002,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994003,"Ireland",1994,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994004,"Ireland",1994,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994005,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994006,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994007,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994008,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994009,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994010,"Ireland",1994,"Europe",1,1,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,1,0.286420686272781
2051994011,"Ireland",1994,"Europe",1,0,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994012,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994013,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994014,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994015,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994016,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994017,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994018,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994019,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994020,"Ireland",1994,"Europe",1,1,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,1,0.286420686272781
2051994021,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994022,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994023,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994024,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994025,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994026,"Ireland",1994,"Europe",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994027,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994028,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994029,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994030,"Ireland",1994,"Europe",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994031,"Ireland",1994,"Europe",1,0,"political behavior, process","social restrictions",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
2051994032,"Ireland",1994,"Europe",1,0,"price increases, tax policy",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.873,0.789,0.624,0.703,0.772,0.798,0,0.286420686272781
